ID,Lesson,Student,KC,item,right,firstattempt,time
67358,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-DETERMINE-LABELSUSED-1,0,1,6.389
67359,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-6,1,0,8.162
67360,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-7,0,1,14.471
67361,Splot,SFHONKM,VALUING-SCALE,META-VALUING-SCALE-6,1,1,36.362
67362,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-7,1,0,5.768
67363,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-6,1,1,25.006
67364,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-7,0,1,21.641
67365,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-7,0,0,8.883
67366,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-7,0,0,4.536
67367,Splot,SFHONKM,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-7,0,0,3.315
67368,Splot,SFHONKM,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-OLDSCALE-1,0,1,8.462
67369,Splot,SFHONKM,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-2,1,1,127.434
67370,Splot,SFHONKM,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-5,0,1,7.791
67371,Splot,SFHONKM,QUANTITATIVE-VALUING-FIRST-BIN,QUANTITATIVE-VALUING-FIRST-BIN-1,1,1,16.924
67372,Splot,SFHONKM,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-5,1,1,2.814
67373,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-28,1,1,2.344
67374,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-29,1,1,3.004
67375,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-30,1,1,2.393
67376,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-31,1,1,2.344
67377,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-32,1,1,2.603
67378,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-33,1,1,5.468
67379,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-34,1,1,3.395
67380,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-35,1,1,2.864
67381,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-36,1,1,11.367
67382,Splot,SFHONKM,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-5,0,0,31.445
67383,Splot,SFHONKM,QUANTITATIVE-VALUING-FIRST-BIN,QUANTITATIVE-VALUING-FIRST-BIN-2,1,1,5.037
67384,Splot,SFHONKM,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-6,1,1,2.263
67385,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-37,1,1,2.304
67386,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-38,1,1,2.263
67387,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-39,1,1,2.293
67388,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-40,1,1,2.554
67389,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-41,1,1,3.976
67390,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-42,1,1,3.645
67391,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-43,1,1,5.388
67392,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-44,1,1,25.847
67393,Splot,SFHONKM,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-45,1,1,5.478
67394,Splot,SFHONKM,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-1,0,0,3.034
67395,Splot,SFHONKM,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-1,0,0,0.411
67396,Splot,SFHONKM,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-1,0,0,3.485
67397,Splot,SFHONKM,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-1,0,0,2.283
67398,Splot,SFHONKM,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-1,0,0,0.981
67399,Splot,SFHONKM,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-1,0,0,4.367
67400,Splot,SFHONKM,FOCUS-PLOT-FIRST-POINT,FOCUS-PLOT-FIRST-POINT-3,1,1,49.731
67401,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,1,0.581
67402,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.06
67403,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.08
67404,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.281
67405,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,3.174
67406,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.19
67407,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,4.016
67408,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.09
67409,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.301
67410,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.3
67411,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,1.412
67412,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,6.93
67413,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,6.159
67414,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,1.432
67415,Splot,SFHONKM,FOCUS-PLOT-POINT,FOCUS-PLOT-POINT-11,1,1,0.311
67416,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,43.813
67417,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,1.712
67418,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.09
67419,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,2.113
67420,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.891
67421,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,5.609
67422,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.761
67423,Splot,SFHONKM,FOCUS-PLOT-POINT,FOCUS-PLOT-POINT-12,1,1,2.423
67424,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,3.485
67425,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,13.97
67426,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.721
67427,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.191
67428,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.17
67429,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,1.562
67430,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,1.272
67431,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,19.898
67432,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,11.667
67433,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,7.321
67434,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.841
67435,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,9.424
67436,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.691
67437,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.42
67438,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.14
67439,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.301
67440,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.2
67441,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.19
67442,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.211
67443,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.2
67444,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.15
67445,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,1.472
67446,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,3.535
67447,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.401
67448,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.13
67449,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,3.976
67450,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,3.044
67451,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,1.663
67452,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,9.744
67453,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.33
67454,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,0.24
67455,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,6.55
67456,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,9.654
67457,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,2.013
67458,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,12.417
67459,Splot,SFHONKM,PLOT-POINT,META-PLOT-POINT-9,0,0,3.275
67460,Splot,SFHONKM,FOCUS-PLOT-POINT,FOCUS-PLOT-POINT-13,0,1,5.298
67461,Splot,AVSRNFH,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-1,1,1,13.229
67462,Splot,AVSRNFH,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-2,0,1,8.482
67463,Splot,AVSRNFH,CHOOSE-OK-SPLOT,CHOOSE-OK-SPLOT-NOPE-1,1,1,5.438
67464,Splot,AVSRNFH,CHOOSE-OK-BG,META-CHOOSE-OK-BG-1,1,1,8.142
67465,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-1,1,1,5.898
67466,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-2,1,1,5.298
67467,Splot,AVSRNFH,CHOOSE-OK-BG,META-CHOOSE-OK-BG-2,1,1,7.36
67468,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-3,1,1,3.455
67469,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-4,1,1,3.655
67470,Splot,AVSRNFH,CHOOSE-OK-BG,META-CHOOSE-OK-BG-3,1,1,69.741
67471,Splot,AVSRNFH,CHOOSE-X-QUANTITATIVE,META-CHOOSE-X-QUANTITATIVE-1,0,1,3.064
67472,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,0,1,7.03
67473,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,0,0,18.357
67474,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,0,0,13.669
67475,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,0,0,14.111
67476,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,0,0,10.415
67477,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,0,0,30.003
67478,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,0,0,16.163
67479,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-1,1,0,3.565
67480,Splot,AVSRNFH,CHOOSE-Y-AXIS-QUANTITATIVE,CHOOSE-Y-AXIS-QUANTITATIVE-1,0,1,4.787
67481,Splot,AVSRNFH,CHOOSE-Y-AXIS-QUANTITATIVE,CHOOSE-Y-AXIS-QUANTITATIVE-1,0,0,6.78
67482,Splot,AVSRNFH,CHOOSE-Y-AXIS-QUANTITATIVE,CHOOSE-Y-AXIS-QUANTITATIVE-1,1,0,20.149
67483,Splot,AVSRNFH,SETMAX,META-DETERMINE-SETMAX-1,0,1,5.918
67484,Splot,AVSRNFH,SETMAX,MMS-VALUING-DETERMINE-SET-MAX-1,1,1,14.721
67485,Splot,AVSRNFH,SETMIN,META-DETERMINE-SETMIN-1,1,1,33.188
67486,Splot,AVSRNFH,DETERMINE-RANGE,META-DETERMINE-RANGE-1,0,1,3.495
67487,Splot,AVSRNFH,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-1,0,1,11.607
67488,Splot,AVSRNFH,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-1,0,0,18.677
67489,Splot,AVSRNFH,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-1,1,0,8.312
67490,Splot,AVSRNFH,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WNBC-1,1,1,42.721
67491,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-1,1,1,53.888
67492,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-DETERMINE-LABELSUSED-PLUS1-1,0,1,17.324
67493,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-DETERMINE-LABELSUSED-PLUS1-1,0,0,30.074
67494,Splot,AVSRNFH,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-1,0,1,12.227
67495,Splot,AVSRNFH,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WBC-1,1,1,5.548
67496,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-DETERMINE-LABELSUSED-1,0,1,7.641
67497,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-2,1,1,6.219
67498,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-3,0,1,3.866
67499,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-DETERMINE-LABELSUSED-PLUS2-1,0,1,6.789
67500,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-1,1,1,81.808
67501,Splot,AVSRNFH,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-RECMIN-1,0,1,18.627
67502,Splot,AVSRNFH,DETERMINE-MIN,MMS-VALUING-DETERMINE-MIN-1,1,1,27.78
67503,Splot,AVSRNFH,SETMAX,META-DETERMINE-SETMAX-1,1,0,7.681
67504,Splot,AVSRNFH,SETMIN,META-DETERMINE-SETMIN-2,1,1,21.931
67505,Splot,AVSRNFH,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-2,0,1,8.192
67506,Splot,AVSRNFH,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-2,1,0,18.567
67507,Splot,AVSRNFH,VALUING-SCALE,META-VALUING-SCALE-1,1,1,23.043
67508,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-3,1,0,9.424
67509,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-2,1,1,20.249
67510,Splot,AVSRNFH,DETERMINE-MIN,META-DETERMINE-MIN-1,1,1,60.357
67511,Splot,AVSRNFH,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-1,1,1,3.815
67512,Splot,AVSRNFH,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-1,1,1,3.695
67513,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-1,1,1,8.102
67514,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-2,1,1,6.419
67515,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-3,1,1,2.764
67516,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-4,1,1,3.004
67517,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-5,1,1,4.066
67518,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-6,1,1,3.656
67519,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-7,1,1,3.845
67520,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-8,1,1,6.329
67521,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-9,1,1,11.226
67522,Splot,AVSRNFH,QUANTITATIVE-VALUING-FIRST-BIN,META-QUANTITATIVE-VALUING-FIRST-BIN-2,1,1,4.006
67523,Splot,AVSRNFH,QUANTITATIVE-VALUING-SECOND-BIN,META-QUANTITATIVE-VALUING-SECOND-BIN-2,1,1,1.933
67524,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-10,1,1,2.574
67525,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-11,1,1,74.587
67526,Splot,AVSRNFH,QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN,META-QUANTITATIVE-VALUING-DETERMINE-ARBITRARY-SCALEKNOWN-12,1,1,61.989
67527,Splot,AVSRNFH,PLOT-FIRST-POINT,META-PLOT-FIRST-POINT-1,1,1,0.681
67528,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-1,0,1,0.22
67529,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-1,0,0,0.882
67530,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-1,0,0,29.041
67531,Splot,AVSRNFH,FOCUS-PLOT-POINT,FOCUS-PLOT-POINT-1,1,1,61.989
67532,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-1,1,0,56.702
67533,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-2,1,1,0.25
67534,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-3,0,1,22.883
67535,Splot,AVSRNFH,FOCUS-PLOT-POINT,FOCUS-PLOT-POINT-2,1,1,19.228
67536,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-3,1,0,18.707
67537,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-4,1,1,22.953
67538,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-5,1,1,3.775
67539,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-6,0,1,20.51
67540,Splot,AVSRNFH,FOCUS-PLOT-POINT,FOCUS-PLOT-POINT-3,1,1,27.379
67541,Splot,AVSRNFH,PLOT-POINT,META-PLOT-POINT-6,1,0,41.039
67542,Splot,AVSRNFH,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-1,1,1,5.127
67543,Splot,AVSRNFH,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-2,0,1,2.304
67544,Splot,AVSRNFH,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-2,0,0,2.654
67545,Splot,AVSRNFH,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-2,0,0,0.56
67546,Splot,AVSRNFH,CHOOSE-OVERALL-REL,CHOOSE-OVERALL-REL-2,0,0,8.583
67547,Splot,AVSRNFH,CHOOSE-OUTLIER,CHOOSE-OUTLIER-EXISTS-1,1,1,46.036
67548,Splot,AVSRNFH,EXTRAPOLATE,EXTRAPOLATE-1,1,1,71.062
67549,Splot,AVSRNFH,TEST-SLOPE,TEST-SLOPE-1,1,1,6.77
67550,Splot,AVSRNFH,PROBLEM-SCENARIO-DONE,PROBLEM-SCENARIO-DONE-SPLOT-INTERP-1,1,1,3.204
67551,Splot,AVSRNFH,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-2,1,0,55.389
67552,Splot,AVSRNFH,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-3,1,1,4.607
67553,Splot,AVSRNFH,CHOOSE-OK-BG,META-CHOOSE-OK-BG-4,1,1,3.575
67554,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-5,1,1,3.024
67555,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-6,1,1,3.646
67556,Splot,AVSRNFH,CHOOSE-OK-BG,META-CHOOSE-OK-BG-5,1,1,7.621
67557,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-7,1,1,2.653
67558,Splot,AVSRNFH,VALUING-NUM-FEATURES,META-VALUING-NUM-FEATURES-8,1,1,7.071
67559,Splot,AVSRNFH,CHOOSE-OK-BG,META-CHOOSE-OK-BG-6,1,1,4.045
67560,Splot,AVSRNFH,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-4,1,1,3.055
67561,Splot,AVSRNFH,VALUING-CAT-FEATURES,META-VALUING-CAT-FEATURES-5,1,1,5.177
67562,Splot,AVSRNFH,CHOOSE-OK-BG,META-CHOOSE-OK-BG-7,1,1,24.796
67563,Splot,AVSRNFH,CHOOSE-X-QUANTITATIVE,META-CHOOSE-X-QUANTITATIVE-1,0,0,4.617
67564,Splot,AVSRNFH,CHOOSE-X-QUANTITATIVE,META-CHOOSE-X-QUANTITATIVE-1,0,0,12.898
67565,Splot,AVSRNFH,CHOOSE-X-AXIS-QUANTITATIVE,CHOOSE-X-AXIS-QUANTITATIVE-2,1,1,8.963
67566,Splot,AVSRNFH,CHOOSE-Y-QUANTITATIVE,META-CHOOSE-Y-QUANTITATIVE-1,0,1,3.565
67567,Splot,AVSRNFH,CHOOSE-Y-AXIS-QUANTITATIVE,CHOOSE-Y-AXIS-QUANTITATIVE-2,0,1,6.96
67568,Splot,AVSRNFH,CHOOSE-Y-AXIS-QUANTITATIVE,CHOOSE-Y-AXIS-QUANTITATIVE-2,1,0,46.837
67569,Splot,AVSRNFH,SETMAX,META-DETERMINE-SETMAX-2,1,1,15.403
67570,Splot,AVSRNFH,SETMIN,META-DETERMINE-SETMIN-3,1,1,17.735
67571,Splot,AVSRNFH,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-3,0,1,8.092
67572,Splot,AVSRNFH,DETERMINE-RANGE,MMS-VALUING-DETERMINE-RANGE-3,1,0,19.067
67573,Splot,AVSRNFH,VALUING-SCALE,MMS-VALUING-DETERMINE-SCALE-ARBITRARY-WNBC-2,1,1,15.603
67574,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-4,1,1,5.197
67575,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-5,0,1,8.442
67576,Splot,AVSRNFH,VALUING-SCALE,META-VALUING-SCALE-2,1,1,21.441
67577,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED,MMS-VALUING-LABELSUSED-5,1,0,4.687
67578,Splot,AVSRNFH,MMS-VALUING-DETERMINE-LABELSUSED-PLUS,MMS-VALUING-LABELSUSED-PLUS2-3,1,1,12.958
67579,Splot,AVSRNFH,DETERMINE-MIN,META-DETERMINE-MIN-2,0,1,13.28
